,title,link,description
544,스마트시티,https://terms.naver.com/entry.naver?docId=6067910&cid=67350&categoryId=67350,"<b>데이터</b> 수집 센서를 사용하여 자산과 자원을 효율적으로 관리하는데 필요한 정보를 제공하는 도시지역으로 사물인터넷(IOT : Internet of things), 사이버 물리 시스템(CPS : Cyber Physical Systems), <b>빅데이터</b>... "
545,사람 관리 앱,https://terms.naver.com/entry.naver?docId=3481118&cid=58439&categoryId=58439,"pplkpr은 <b>빅 데이터</b> 활용의 한 방법을 제시해 주는 것으로, pplkpr과 같이 피트니스 트랙커의 심박 수 <b>데이터</b>를 관계 관리에 활용하거나, 향후 만나는 사람+위치+지출 비용 <b>데이터</b>를 활용해 ‘누구를 만나면... "
546,에지 컴퓨팅,https://terms.naver.com/entry.naver?docId=5664262&cid=42107&categoryId=42107,중앙 클라우드 서버가 아니라 이용자의 단말기 주변(edge)이나 단말기 자체에서 <b>데이터</b>를 처리하는 기술. 기존 클라우드 컴퓨팅에 비해 인터넷을 통한 <b>데이터</b> 전송을 줄일 수 있어 보안성이 뛰어나다. <b>데이터</b>... 
547,스마트 도시,https://terms.naver.com/entry.naver?docId=3548877&cid=42346&categoryId=42346,"사물 인터넷(IoT : Internet of Things), 사이버 물리 시스템(CPS : Cyber Physical Systems), <b>빅데이터</b> 솔루션... 도로, 항만, 수도, 전기, 학교 등 도시의 인프라를 효율적으로 관리하고 공공 <b>데이터</b>를 수집... "
548,디지털 콘텐츠와 플랫폼,https://terms.naver.com/entry.naver?docId=2274870&cid=42171&categoryId=51117,스마트 플랫폼을 통한 콘텐츠 확산으로 디지털 콘텐츠 가치가 더욱 높아지고 있다. 디지털 콘텐츠는 저작권으로 보호받는 저작물과 저작권과 무관한 지식과 정보로 나눈다. 디지털 플랫폼이 다양해지고... 
549,일래스틱서치 검색 엔진,https://terms.naver.com/entry.naver?docId=3586155&cid=59277&categoryId=59283,‘일래스틱서치(Elasticsearch)’ 검색 엔진은 <b>데이터</b>를 저장할 수 있어 NoSQL 저장소로도 활용할 수 있다. 웹 서버나 <b>데이터</b>베이스(DB) 서버에 수정·삭제를 요청하고 결과를 받을 수 있는 응용 프로그래밍... 
550,RAID,https://terms.naver.com/entry.naver?docId=2834210&cid=40942&categoryId=32833,"저렴한 가격으로 대용량을 얻을 수 있는 장점도 있지만, 이보다 더 좋은 점은 장애가 발생해도 저장된 <b>데이터</b>를 복구할 수 있어서 안전한 <b>데이터</b> 백업과 저장을 필요로 하는 응용에서 선호하게 되었다.... "
551,ETL과 크롤링 엔진,https://terms.naver.com/entry.naver?docId=3331545&cid=57613&categoryId=57613,"유형의 <b>데이터</b>가 생성되고 있다. 또한, 인터넷상에서 일어나는 소셜 네트워크 서비스, 사용자 생성 콘텐츠(UCC：User Created Contents), 온라인 쇼핑, 검색 등과 연관된 다양한 행위를 통해 많은 양의 <b>데이터</b>가... "
552,국제관계학과,https://terms.naver.com/entry.naver?docId=5682610&cid=44346&categoryId=44346,[학과개요] 국제관계학과는 나라와 나라들 사이에서 일어나는 모든 현상을 연구하는 학문입니다. 글로벌 상호의존이 강화되어 정부와 정부간의 관계만이 아니라 국제기구 그리고 국경을 뛰어넘는... 
553,디지털 사회학,https://ko.wikipedia.org/wiki/%EB%94%94%EC%A7%80%ED%84%B8_%EC%82%AC%ED%9A%8C%ED%95%99,"<b>빅 데이터</b> 분석에서 일반적으로 사용되는 몇 가지 툴이 사용 가능하다. 대용량 <b>데이터</b> 세트는 다루기 힘들고 수많은 <b>데이터</b> 유형(예: 사진, 비디오, GIF 이미지)을 포함할 수 있기 때문에 연구자들은 자신의... "
554,경영정보과,https://terms.naver.com/entry.naver?docId=917496&cid=44346&categoryId=44346,[흥미와 적성] 평소 컴퓨터를 다루는 것에 흥미가 있으며 <b>데이터</b>에 대해 관심이 있으면 좋습니다. 창의적인 문제 해결 및 응용 능력이 필요하며 <b>데이터</b>를 다루는 기술과 분석 능력이 요구됩니다. <b>빅데이터</b>에 관
555,테크핀,https://terms.naver.com/entry.naver?docId=6211845&cid=59277&categoryId=67996,"이용자 <b>데이터</b>를 방대하고 다양한 상태에서 시작한다는 점, <b>빅데이터</b>와 인공지능(AI) 등 <b>데이터</b> 분석 역량 및 자체 정보기술(IT) 인프라를 보유하고 있는 점이 기존 핀테크와의 차별화로 꼽힌다.... "
556,미래의 시청률 조사,https://terms.naver.com/entry.naver?docId=1625039&cid=42192&categoryId=42206,안방에서 가족이 함께 모여 생방송을 시청하는 시간과 공간의 제약을 받는 시청 개념이 변화하고 있다. DMB나 스마트폰을 이용하면 방송 시간에 얽매이지 않고 언제 어디서나 원하는 프로그램을 볼 수... 
557,지능정보사회,https://ko.wikipedia.org/wiki/%EC%A7%80%EB%8A%A5%EC%A0%95%EB%B3%B4%EC%82%AC%ED%9A%8C,"축적된 <b>데이터</b>와 인공지능(AI)이 결합한 지능정보기술이 경제, 사회, 삶 모든 분야에 보편적으로 활용됨으로써 새로운 가치가 창출되고 발전하는 사회이다. <b>데이터</b>와 지식이 기존 생산요소(노동, 자본 등)... "
558,아르,https://terms.naver.com/entry.naver?docId=3587176&cid=59277&categoryId=59280,"클라우드 컴퓨팅과 <b>빅 데이터</b>(Big Data) 시대를 맞아 각광받는 추세다. 페이스북, 트위터, 구글 등 인터넷을 주도하는 유명 기업이 고객 요구 사항을 분석할 때 R를 사용했다. 세계 R 프로그래머도 100만 명을... "
559,코난테크놀로지,https://ko.wikipedia.org/wiki/%EC%BD%94%EB%82%9C%ED%85%8C%ED%81%AC%EB%86%80%EB%A1%9C%EC%A7%80,"자연어처리 기반의 검색엔진에서 출발해 포털 검색을 공급하며 초대용량 <b>데이터</b>의 저장·검색을 위한 <b>빅데이터</b> 처리 플랫폼을 개발해 수백억건, 수십TB <b>데이터</b> 처리의 기반 기술을 마련하였다.... "
560,엑소브레인,https://ko.wikipedia.org/wiki/%EC%97%91%EC%86%8C%EB%B8%8C%EB%A0%88%EC%9D%B8,"<b>데이터</b> 측면에서 보면 현재 정보의 80%는 자연어로 기술된 텍스트 <b>빅데이터</b>이며, ‘누가 먼저 많은 가치를 창출해 내느냐’가 기업의 성패를 좌우하는 지식산업시대가 도래하였다. SW 측면에서는 IBM의... "
561,HDFS,https://terms.naver.com/entry.naver?docId=3386311&cid=58370&categoryId=58370,"HDFS의 정의] 하둡(Hadoop)은 대표적인 <b>빅데이터</b> 기술로써 대용량 <b>데이터</b> 분석 처리를 위한 오픈소스 프레임워크이다.이는 2003년, 2004년에 발표되었던 구글의 구글 분산 파일 시스템(GFS)과 맵리듀스(MapReduce)... "
562,개를 연구하는 통합 <b>데이터</b>베이스 ‘아이독스’,https://terms.naver.com/entry.naver?docId=5687680&cid=60296&categoryId=60331, 중국과학원 연구진은 개에 대한 연구에 쓰이는 다양한 <b>데이터</b>베이스와 분석 도구들을 통합해 제공하는 ‘아이독스’를 개발했다.(2018.11).  아이독스에서 제공하는 <b>데이터</b>베이스 종류. 출처 : 중국과학원... 
563,아파치 하둡,https://ko.wikipedia.org/wiki/%EC%95%84%ED%8C%8C%EC%B9%98_%ED%95%98%EB%91%A1,"코끼리는 <b>빅 데이터</b>(Big Data)를 상징하는 동물이다. 2011년 오픈 소스 아파치 하둡(Apache Hadoop) 사업을 위해 야후에서 분사한 기업의 이름을 지을 때도, 코끼리가 주인공인 동화에 나오는 코끼리... "
564,안양대학교,https://ko.wikipedia.org/wiki/%EC%95%88%EC%96%91%EB%8C%80%ED%95%99%EA%B5%90,"학교부설 <b>데이터</b> 과학연구소 설립 자율개선대학 선정 [1] ICT 학점연계 프로젝트 인턴쉽 참여대학으로 선정 안양대, 과학기술정보통신부·한국정보화진흥원 지정 <b>빅데이터</b> 전문센터 선정 안양대... "
565,굿모닝뉴스 이강민입니다,https://ko.wikipedia.org/wiki/%EA%B5%BF%EB%AA%A8%EB%8B%9D%EB%89%B4%EC%8A%A4_%EC%9D%B4%EA%B0%95%EB%AF%BC%EC%9E%85%EB%8B%88%EB%8B%A4,"금요일 : 최재원의 빅데이트 - <b>빅데이터</b>로 줌인 줌아웃! 재밌게 들여다보는 사회현상 토요일 : 누워서 세계 속으로 - 늦잠보다 달콤한 스토리가 있는 여행, 가실래요? 토요일 : 슬기로운 문화생활... "
566,비트나인,https://ko.wikipedia.org/wiki/%EB%B9%84%ED%8A%B8%EB%82%98%EC%9D%B8,"비트나인 은 대한민국의 그래프 <b>데이터</b>베이스 연구개발 전문 기업이다. 국내 유일의 그래프 <b>데이터</b>베이스 솔루션 개발사로, 2017년 세계 최초의 멀티모델 그래프 <b>데이터</b>베이스 관리 시스템인... "
567,Hive,https://terms.naver.com/entry.naver?docId=3386317&cid=58370&categoryId=58370,"Hive 정의] 하이브(Hive)는 HiveQL(Hive Query Language)을 사용하여 <b>데이터</b> 요약, 쿼리 및 분석을 수행할 수 있는 Hadoop용 <b>데이터</b> 웨어하우스(Data Warehouse) 시스템으로서 SQL과 유사한 쿼리 언어를 사용한다.... "
568,낸드플래시,https://terms.naver.com/entry.naver?docId=932887&cid=43667&categoryId=43667,"상태에서도 <b>데이터</b>가 계속 저장되는 플래시메모리를 말한다. 이런 특징 때문에 비휘발성 메모리라고 부른다. 주로 스마트폰, PC의 주저장장치로 활용되며 사물인터넷(IoT), <b>빅데이터</b>, 인공지능(AI)의 개발과... "
569,아이돌 차트,https://ko.wikipedia.org/wiki/%EC%95%84%EC%9D%B4%EB%8F%8C_%EC%B0%A8%ED%8A%B8,"아이돌 차트 (idol-chart.com)는 <b>데이터</b>통계 전문회사인 (주)스탯티즈가 운영하는 대한민국 가수들의... 아이돌차트는 가수의 음원, 음반, 방송, SNS, 포털등의 <b>빅데이터</b> 분석을 통해 노래가 아닌 가수(그룹)... "
570,비식별화,https://ko.wikipedia.org/wiki/%EB%B9%84%EC%8B%9D%EB%B3%84%ED%99%94,"커뮤니케이션, 멀티미디어, 바이오메트릭스, <b>빅 데이터</b>, 클라우드 컴퓨팅, <b>데이터</b> 마이닝, 소셜 네트워크 오디오-비디오 감시 분야에 흔히 사용된다. 각주 외부 링크... "
571,골든플래닛,https://ko.wikipedia.org/wiki/%EA%B3%A8%EB%93%A0%ED%94%8C%EB%9E%98%EB%8B%9B,<b>데이터</b>마이닝 및 검색엔진 기술을 보유한 조영호 이사외 웹로봇 전문가들이 합류하여 KDMG C&#38;I 이라는 회사를 설립하였다. 이후 2010년 사명을 현 골든플래닛(GoldenPlanet)으로 변경하였다. 현재 <b>빅데이터</b>... 
572,소프트웨어공학과,https://terms.naver.com/entry.naver?docId=917670&cid=44346&categoryId=44346,"[학과개요] 스마트폰으로 터치 한번으로 쉽게 음식 주문을 하고, 클릭 한 번으로 인터넷으로 물건을 살수 있는 것은 바로 소프트웨어 공학 기술이 있었기 때문입니다. 소프트웨어공학은 소프트웨어의 개발과... "
573,한국판 뉴딜정책,https://terms.naver.com/entry.naver?docId=5963152&cid=42107&categoryId=42107,"주요 관련 분야는 온라인 비즈니스, 친환경 미래 모빌리티, <b>빅데이터</b>, 5세대(5G) 이동통신 서비스, 신재생에너지, 유틸리티 등이다. 10대 대표과제 한국판 뉴딜 세부과제 중 △경제활력 제고를 위해... "
574,테크래시,https://terms.naver.com/entry.naver?docId=6471306&cid=42107&categoryId=42107,비롯한 첨단기술 육성에 아낌없는 지원을 해왔던 중국이 지난 3월 열린 전국인민대표대회 이후 바뀌었다. 중국은 △해외상장 제한 △민간기업 <b>빅데이터</b> 공유 △반독점법 적용 확대 등을 통해 빅테크 기업
575,아젠스그래프,https://ko.wikipedia.org/wiki/%EC%95%84%EC%A0%A0%EC%8A%A4%EA%B7%B8%EB%9E%98%ED%94%84,"아젠스그래프 (AgensGraph)는 그래프 <b>데이터</b>베이스 솔루션으로, 다양한 <b>데이터</b>를 그래프로 저장 하고 이를 관리, 분석, 시각화 하는 솔루션이다. 그래프 <b>데이터</b>베이스 연구 개발 기업... "
576,스플렁크,https://ko.wikipedia.org/wiki/%EC%8A%A4%ED%94%8C%EB%A0%81%ED%81%AC,"스플렁크 (Splunk)는 캘리포니아주 샌프란시스코에 위치한 미국의 다국적 기업의 하나로, 기계가 생성한 <b>빅 데이터</b>를, 웹 스타일 인터페이스를 통해 검색, 모니터링, 분석하는 소프트웨어를 개발하고 있다.... "
577,애널리틱스,https://terms.naver.com/entry.naver?docId=3533367&cid=43659&categoryId=43659,애널리틱스란 <b>빅데이터</b>를 분석하는 기술 전반을 가리킨다. 디지털 마케팅에서는 이를 통해 다양한 고객들의 행동을 분석하고 또 예측할 수 있다.
578,텍스트 마이닝,https://terms.naver.com/entry.naver?docId=6210334&cid=42346&categoryId=42346,텍스트 <b>데이터</b>에서 가치와 의미가 있는 정보를 찾아내는 기법.많은 정보들이 온라인 뉴스 기사... 텍스트 마이닝(text mining)의 기반 기술로는 대용량 텍스트 <b>데이터</b>를 저장하고 처리하는 <b>빅데이터</b>... 
579,농업정보기술,https://terms.naver.com/entry.naver?docId=5911983&cid=42346&categoryId=42346,"발광 다이오드(LED), 마이크로센서, <b>빅데이터</b> 처리, 사물 인터넷(IoT), 인공지능(AI) 등 ICT 기술을... 날씨 <b>데이터</b>를 활용하여, 수확량 예측, 농작물 질병 등 정보를 제공해준다. 미국 플랜티(Plenty)... "
580,R,https://terms.naver.com/entry.naver?docId=3386316&cid=58370&categoryId=58370,"통계/<b>데이터</b> 마이닝 및 그래프를 위한 언어이다. R은 주로 연구 및 산업별 응용 프로그램으로 많이 사용되고 있으며, 최근에는 기업들이 많이들 사용하기 시작했다.특히, <b>빅데이터</b> 분석을 목적으로 주목을... "
581,경영학과,https://terms.naver.com/entry.naver?docId=917497&cid=44346&categoryId=44346,"[학과개요] ‘경영’이란 특정한 목적을 달성하기 위해 구성된 조직을 관리하고 운영한다는 뜻입니다. 경영학과에 입학하면 주로 마케팅, 조직ㆍ인사, 생산 관리, 재무 관리 등 기업 경영에 대한 지식을... "
582,해양수산정보 플랫폼,https://terms.naver.com/entry.naver?docId=5949618&cid=67003&categoryId=67003,해양수산정보의 공동이용을 위하여 해양수산정보를 수집 · 저장 · 분석 · 가공 · 연계 및 제공할 수 있도록 구축 · 운영하는 <b>빅데이터</b> 기반 공동활용 플랫폼(www.vadahub.go.kr)
583,핵심 단어 시각화,https://terms.naver.com/entry.naver?docId=6210350&cid=42346&categoryId=42346,웹에서는 메타 <b>데이터</b>의 태그들을 분석하기 때문에 태그 클라우드(tag cloud)로도 불린다. 핵심 단어 시각화(word cloud)는 일반적으로 문구와 단어의 중요도에 따라 글자의 색상이나 굵기 등을 변경하여... 
584,NICE그룹,https://ko.wikipedia.org/wiki/NICE%EA%B7%B8%EB%A3%B9,"나이스페이먼츠 <b>데이터</b> 사업군: <b>빅데이터</b> 컨설팅 및 솔루션 개발 계열사: 나이스지니데이타 제조 사업군: 전자부품 제조, 이미지 센서 등 반도체 설계 계열사: 서울전자통신, SETi, 지니틱스 외부... "
585,공유경제,https://terms.naver.com/entry.naver?docId=3546229&cid=42171&categoryId=58498,O2O의 근본 목적은 지속 가능한 지구를 만드는 것이다. 불필요한 자원의 낭비를 막아 지구 오염을 막기 위한 방법론이 바로 O2O다.O2O는 꼭 필요한 시간과 공간에 맞춘 온디맨드 서비스를 제공하기... 
586,나노 타기팅,https://terms.naver.com/entry.naver?docId=1689754&cid=43667&categoryId=43667,"| 외국어 표기 | nano-targeting(영어) | 미국 대선에서 후보들은 <b>빅 데이터</b>(big data) 기술을 활용하여 유권자들의 다양한 개인자료들을 바탕으로 맞춤형 선거운동을 진행했는데, 이를 나노 타기팅이라고 한다.... "
587,구글 트렌드,https://terms.naver.com/entry.naver?docId=3509030&cid=42107&categoryId=42107,구글의 검색 키워드 추세를 지수화하고 이를 도표로 만들어 실시간으로 보여주는 <b>빅데이터</b> 기반의 서비스이다. 해당 주제에 대한 대중적 관심도를 보여주는 것으로 대상 기간 중 검색횟수가 가장 많았던... 
588,4차 산업혁명,https://terms.naver.com/entry.naver?docId=3583976&cid=43659&categoryId=43659,"4차 산업혁명이란 인공지능기술 및 사물인터넷, <b>빅데이터</b> 등 정보통신기술(ICT)과의 융합을 통해 생산성이 급격히 향상되고 제품과 서비스가 지능화되면서 경제‧사회 전반에 혁신적인 변화가 나타나는 것을... "
589,먹거리테크,https://terms.naver.com/entry.naver?docId=3377362&cid=42346&categoryId=42346,"<b>빅 데이터</b>, 블루투스 비콘(beacon), 온오프라인 연결 비즈니스(O2O) 등과 같은 최신 IT를 활용하여 사용자에게 맛집 추천, 식당 예약, 음식 주문 등의 서비스를 편리하게 제공한다."
590,똑똑한 1900여 개의 눈으로 도시를 지킨다,https://terms.naver.com/entry.naver?docId=5829517&cid=51648&categoryId=63595,"곳곳에 설치된 CCTV를 통해 지역의 안전을 지킨다. 이 CCTV는 객체인식기술과 <b>빅데이터</b>, 딥러닝을 이용한다고 하는데, 스마트시티 통합운영센터에 대해 알아본다.(동영상 출처 : YTN사이언스 핫클립)"
591,미메시스와 사진,https://terms.naver.com/entry.naver?docId=2274855&cid=42171&categoryId=51116,[현대인의 미메시스 현실화] 미메시스(mimesis)는 인간의 모방 욕구를 문학적으로 설명하는 용어다. 플라톤은 미메시스란 이데아의 형상을 모방하는 것으로 문학과 미술을 도구로 사용한다고 했다. 플라톤이... 
592,블랙테크,https://terms.naver.com/entry.naver?docId=5669392&cid=42107&categoryId=42107,"그러나 중국에서는 이 말이 인공지능(AI)과 얼굴 인식, <b>빅데이터</b> 기술로 공산당에 반하는 행동을 일일이 통제하는 첨단 감시시스템을 일컫는 용어로 쓰인다."
593,에듀테크,https://terms.naver.com/entry.naver?docId=5682122&cid=42107&categoryId=42107,"<b>빅데이터</b>, 인공지능(AI) 등 정보통신기술(ICT)을 활용한 차세대 교육을 의미한다. 국내에서도 최근 몇 년 새 에듀테크 분야에서 성과를 내는 스타트업(신생 벤처기업)이 속속 생겨나고 있다."
594,컴퓨테이셔널 저널리즘 미래,https://terms.naver.com/entry.naver?docId=3549220&cid=42192&categoryId=58568,"[저널리즘의 미래] 저널리즘의 미래를 얘기할 때 컴퓨터, <b>빅데이터</b> 등의 단어가 항상 나온다.... 몰락해 가고 있는 저널리즘호에서 컴퓨테이셔널 저널리즘이나 <b>데이터</b> 저널리즘이 하나의 대안으로 여겨지고 또한... "
595,소비자와 소통하는 기업,https://terms.naver.com/entry.naver?docId=3331528&cid=57613&categoryId=57613,대표적인 예로 코카콜라(Cocacola)는 브랜드 가치를 높이는 데 소셜 네트워크 서비스 <b>데이터</b>를 활용하는 회사로 인정받고 있다. 코카콜라는 트위터나 페이스북에서 발생하는 자사 관련 <b>데이터</b>를 글로벌... 
596,정보과학 및 윤리,https://terms.naver.com/entry.naver?docId=4383228&cid=59941&categoryId=59941,"<b>빅데이터</b> 2. 인공지능 3. 머신러닝 4. 클라우드 5. 웹 6. 웹 2.0 7. 위키피디아 8. 웹 3.0 9. 사물 인터넷 10. 스마트 머신 11. 증강 현실 12. 지식재산권 13. 저작권 14. 카피레프트 15. GNU 프로젝트, FSF... "
597,플랫폼경제,https://terms.naver.com/entry.naver?docId=5672927&cid=43659&categoryId=43659,"플랫폼경제(Platform Economy)란 기차역 플랫폼이 수많은 사람·물건이 오가는 도시의 기본 인프라인 것처럼, 융·복합을 핵심으로 하는 4차 산업혁명 시대에 여러 산업에 걸쳐 꼭 필요한 <b>빅데이터</b>·AI 등... "
598,퀀트펀드,https://terms.naver.com/entry.naver?docId=2079295&cid=42107&categoryId=42107,퀀트펀드는 <b>빅데이터</b>와 AI 기술의 발달에 힘 입어 투자예측 기능이 강화되고 있다. 세계 주요 경제 및 금융 <b>데이터</b>에 실시간 접근이 가능해지면서 거래적중률이 높아지고 있다는 분석이다. 반면 한 때 각광받던... 
599,온디맨드 경제,https://terms.naver.com/entry.naver?docId=15709&cid=43659&categoryId=43659,"온디맨드에서 공급자는 수요자가 원하는 것을 준비된 상태에서 적절하게 제공하기 위해 <b>빅데이터</b>와 인공지능 등을 활용하기도 한다. 최근 대출, 의료, 차량 제공 서비스 산업에서 활용되고 있다."
600,대안신용평가,https://terms.naver.com/entry.naver?docId=5750093&cid=43667&categoryId=43667,"즉, 대출이나 신용카드 발급 여부 등 기존 금융거래 정보가 아닌 통신·전기·가스요금 납부 이력, 온라인 구매 정보, 포인트 적립 정보, 소셜네트워크서비스(SNS) 정보, 이메일, 모바일 <b>데이터</b> 등... "
601,정대선 (기업인),https://ko.wikipedia.org/wiki/%EC%A0%95%EB%8C%80%EC%84%A0_(%EA%B8%B0%EC%97%85%EC%9D%B8),"<b>빅데이터</b>, 스마트팩토리, 3D 건설 프린터 등 첨단기술 기반의 신 성장 융합 사업을 적극적으로... 노현정(1979년 ~ ) 아들 : 정창건 주요 경력 HN 사장 (구 현대BS&#38;C) 외부 링크 네이버 <b>데이터</b>"
602,메타트론 (동음이의),https://ko.wikipedia.org/wiki/%EB%A9%94%ED%83%80%ED%8A%B8%EB%A1%A0_(%EB%8F%99%EC%9D%8C%EC%9D%B4%EC%9D%98),"메타트론: 유대교와 일부 기독교, 이슬람교의 천사의 이름 메타트론 디스커버리: SKT의 <b>빅데이터</b> 분석 플랫폼 메타트론: 영화 도그마의 등장인물(신의 음성) &quot;Metatron&quot;: 마스 볼타의 2008년... "
603,디지털 기업,https://ko.wikipedia.org/wiki/%EB%94%94%EC%A7%80%ED%84%B8_%EA%B8%B0%EC%97%85,"<b>데이터</b> 기반 의사결정 가능 : 디지털 기술의 급속한 발전 속도로 인해 정보의 수집·가공·저장이 혁신적으로 발전하였고, <b>빅 데이터</b>를 통한 <b>데이터</b> 마이닝 등이 가능해지면서 <b>데이터</b> 기반 의사결정이... "
604,가명정보,https://terms.naver.com/entry.naver?docId=6211887&cid=59277&categoryId=67996,목적으로 가명정보를 처리하면 연 매출액의 3%까지 과징금을 부과할 수 있는 등 개인정보처리자의 책임성을 강화하였다. 가명정보는 기업에서 <b>데이터</b> 분석·활용 및 공급·수급에 효과적이다. 개인을 특정할
605,오피니언 마이닝,https://terms.naver.com/entry.naver?docId=3566543&cid=42107&categoryId=42107,"웹사이트와 소셜미디어에서 특정 주제에 대한 여론이나 정보(댓글이나 게시글)를 수집, 분석해 평판을 도출하는 <b>빅데이터</b> 처리 기술이다. 웹 문서를 의미를 가진 가장 작은 단위로 나누어 분석하고, 주제에 관한... "
606,초연결사회,https://terms.naver.com/entry.naver?docId=3477763&cid=58439&categoryId=58439,"초연결사회는 IT를 바탕으로 사람, 프로세스, <b>데이터</b>, 사물이 서로 연결됨으로써 지능화된 네트워크를 구축하여 이를 통해 새로운 가치와 혁신의 창출이 가능해지는 사회이다.초연결사회는 기술의 진화와 인간... "
607,응용통계학,https://terms.naver.com/entry.naver?docId=3405262&cid=47324&categoryId=47324,"그밖에 사회조사 (여론조사), 교육 및 심리학, 환경 및 기상, 품질 및 신뢰성 공학, 경영정보, 패턴인식, <b>빅데이터</b> 등 많은 분야에 응용되고 있다. [ 같이 읽기 ] 수리통계학"
608,AI DD,https://terms.naver.com/entry.naver?docId=6082639&cid=51399&categoryId=51399,"인공지능 DD 기술로 의류의 무게를 감지한 후, <b>빅데이터</b>를 활용해 의류 재질을 확인하고 최적의 모션을 선택하여 맞춤 세탁을 합니다. 청바지, 셔츠 등 세탁물의 무게와 부드러움을 감지하고 세탁물에 맞는... "
609,한봄고등학교,https://ko.wikipedia.org/wiki/%ED%95%9C%EB%B4%84%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90,"(<b>빅데이터</b>정보과 2학급, 뷰티아트과 2학급, 시각디자인과 3학급, 캐릭터창작과 1학급... <b>빅데이터</b>정보과 스마트제어과 캐릭터창작과 학교 동문 참고 자료 한봄고등학교... "
610,왜 소셜 분석이 뜨는가,https://terms.naver.com/entry.naver?docId=3331588&cid=57613&categoryId=57613,"<b>빅데이터</b>와 소셜 분석을 조명하기 시작했다. IBM, SAS, SAP 등 비즈니스 인텔리전스 업체들은 감성 분석과 소셜 분석 솔루션을 앞다투어 내놓고 있으며 LG CNS 등 서비스 업체들도 <b>빅데이터</b>와 고급 분석... "
611,수직 플랫폼,https://terms.naver.com/entry.naver?docId=2070889&cid=50376&categoryId=50376,"SNS, 커머스, 미디어, 콘텐츠, 클라우드, <b>빅데이터</b> 등 주요 영역에서 틈새를 찾아내어 새로운 룰과 서비스를 도입하여 특정 분야의 관심사를 가진 사람들을 대상으로 사진, 뉴스, 패션 등 세부 분야별로 서비스를... "
612,펄프스(PULPS),https://terms.naver.com/entry.naver?docId=6156939&cid=43659&categoryId=43659,"이미지 공유 및 검색 기업인 핀터레스트(Pinterest), 차량공유 서비스 업체인 우버(Uber)와 리프트(Lyft), <b>빅데이터</b> 기업 팰런티어(Palantir), 업무용 메신저 앱 기업인 슬랙(Slack)을 지칭하는 용어다.... "
613,학생의 현재 상태를 파악하는 AI,https://terms.naver.com/entry.naver?docId=5952374&cid=51648&categoryId=63595,"[학생의 현재 상태를 파악하는 AI] AI 기반의 맞춤형 학습 플랫폼으로 학생이 진단 문제를 풀면 <b>빅데이터</b>를 통해 취약점을 분석, 맞춤형 문제를 추출 하는 어댑티브 러닝. 이것을 가능케 한 것은 머신... "
614,전처리,https://terms.naver.com/entry.naver?docId=1620748&cid=50333&categoryId=50333,"전처리IT용어사전 원자료(raw data)를 <b>데이터</b> 분석 목적과 방법에 맞는 형태로 처리하기 위하여 불필요한 정보를 분리 제거하고 가공하기 위한 예비적인 조작. <b>빅데이터</b>(big data) 분석, <b>데이터</b>... "
615,햄릿 증후군,https://terms.naver.com/entry.naver?docId=3473950&cid=58439&categoryId=58439,<b>빅데이터</b>를 활용해 소비자의 성 · 연령별 <b>데이터</b>부터 콘텐츠 소비이력까지 파악한 뒤 관심 있는 콘텐츠를 노출시키는 방식으로 서비스를 제공하고 있다.이처럼 기업들은 번거로운 것을 기피하며 수동적
616,게임팟,https://ko.wikipedia.org/wiki/%EA%B2%8C%EC%9E%84%ED%8C%9F,"분석: 게임내 로그<b>데이터</b>를 상세 분석이 가능한 <b>빅데이터</b>(Hadoop)와 연동 가능 7.     보안: 루팅, 탈옥, 앱/메모리위변조, 스피드핵 탐지, 통계가 가능한 보안 기능을 제공 8.     채팅: 인게임내 채팅을... "
617,챗봇,https://terms.naver.com/entry.naver?docId=3597506&cid=43667&categoryId=43667,"챗봇의 원활한 대화를 위해서는 인공지능(AI)과 <b>빅데이터</b> 분석 기술을 기반으로 기계가 음성·문자 등을... 구성된 <b>데이터</b>에서 유용한 정보를 찾아내는 텍스트마이닝 기술, 대화 상대의 상황과 문맥을 파악하는... "
618,한스 로슬링,https://ko.wikipedia.org/wiki/%ED%95%9C%EC%8A%A4_%EB%A1%9C%EC%8A%AC%EB%A7%81,"개발한 비영리 벤처 갭마인더 재단의 공동설립자이기도 하다. <b>빅데이터</b>를 가장 잘 활용하는 보건 통계학자로 알려져 있다. 출처 같이 보기 한스 로슬링과 마법 세탁기, TED, 2011년 3월"
619,알파제로,https://ko.wikipedia.org/wiki/%EC%95%8C%ED%8C%8C%EC%A0%9C%EB%A1%9C,"스톡피시와 엘모는 입력된 <b>빅데이터</b>를 기반으로 최적의 수를 검색하는 반면, 알파 제로는 인간의 두뇌처럼 심층신경망 기술을 통해 <b>데이터</b>를 스스로 학습하고 승률을 높이는 좋은 수를 찾아낸다.... "
620,미디어법으로 본 인터넷 표현의 자유,https://terms.naver.com/entry.naver?docId=2275520&cid=42238&categoryId=51177,"[인터넷과 법] 인터넷이란 네트워크들의 네트워크, 즉 가상공간을 이루는 거대한 네트워크다. 이제 인터넷은 우리의 삶 속에 깊숙이 파고들어 인터넷 없는 삶을 상상하는 것은 어려운 일이 되었다.... "
